Country,Region,Election / Renewal,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES
Pakistan,ASIA,Yes,2003,March,Upper,100,17,0.17,"For the first time since Parliament was dissolved on 12 October 1999 following a coup-d'état, elections were held for all seats in the Senate. General elections had previously been held in February 1997"
Pakistan,ASIA,Yes,2003,March,Upper,100,18,0.18,
Pakistan,ASIA,Yes,2006,,Upper,100,17,0.17,"Partially renewed. Every 3 years, half of the membership is renewed. Partial indirect elections for 50 members. After the renewal in March 2006, there were 17 total women, of whom eight were elected in 2006"
Pakistan,ASIA,Yes,2008,,Lower,338,76,0.22485207100591717,
Pakistan,ASIA,Yes,2009,,Upper,100,18,0.18,A half of the seats renewed on 4 March 2009
Pakistan,ASIA,Yes,2012,March,Upper,104,17,0.16346153846153846,Half of the seats renewed
Pakistan,ASIA,Yes,2013,,Lower,323,67,0.20743034055727555,
Pakistan,ASIA,Yes,2015,March,Upper,100,18,0,
Pakistan,ASIA,Yes,2018,march,Upper,104,20,19.2%,
Pakistan,ASIA,Yes,2018,July,Lower,341,69,0.20234604105571846,Provisional results were 68 women out of 330 (with 12 vacant seats). Includes 60 reserved seats for women.
Palau,PAC,Yes,1992,,Lower,16,0,0,The Parliament elected on 4 November 1992 became the first legislature of the Republic of Palau after the country became independent on 1 October 1994.
Palau,PAC,Yes,1992,,Upper,14,0,0,The Parliament elected on 4 November 1992 became the first legislature of the Republic of Palau after the country became independent on 1 October 1994.
Palau,PAC,Yes,1996,,Lower,16,0,0,
Palau,PAC,Yes,1996,,Upper,14,1,0.07142857142857142,
Palau,PAC,Yes,2000,,Lower,16,0,0,
Palau,PAC,Yes,2000,,Upper,9,0,0,
Palau,PAC,Yes,2004,,Lower,16,0,0,
Palau,PAC,Yes,2004,,Upper,9,0,0,
Palau,PAC,Yes,2008,,Lower,13,2,0.15384615384615385,
Palau,PAC,Yes,2008,,Upper,13,2,0.15384615384615385,"The Reapportionment Commission is constituted every eight years to publish a reapportionment or redistricting plan for the Senate, which becomes law upon publication. The statutory number of members of the Senate has increased from nine to 13, starting from the 2008 elections, based on the Commission's recommendations of June 2007."
Palau,PAC,Yes,2012,November,Lower,16,0,0,"The elections returned seven incumbents to the 16-member House of Delegates and nine to the 13-member Senate. As in 2008, no women were elected to the House, while the number of women in the Senate increased from two to three. With no political parties in Palau, there was no nation-wide election campaigning."
Palau,PAC,Yes,2012,November,Upper,13,3,0.23076923076923078,
Palau,PAC,Yes,2016,,Lower,16,0,0,
Palau,PAC,Yes,2016,November,Lower,16,2,0.125,
Palau,PAC,Yes,2016,,Upper,13,3,0.23076923076923078,
Palau,PAC,Yes,2016,November,Upper,13,2,0.15384615384615385,
Panama,AME,Yes,1946,,Single,50,2,0.04,
Panama,AME,Yes,1948,,Single,42,1,0.023809523809523808,The Assembly was dissolved following a military coup d'Etat in May 1951.
Panama,AME,Yes,1952,,Single,53,1,0.018867924528301886,
Panama,AME,Yes,1956,,Single,53,2,0.03773584905660377,
Panama,AME,Yes,1960,,Single,53,2,0.03773584905660377,
Panama,AME,Yes,1964,,Single,42,1,0.023809523809523808,
Panama,AME,Yes,1968,,Single,38,1,0.02631578947368421,
Panama,AME,Yes,1972,,Single,16,0,0,"From 1946 to 1968, members were called Deputies; from 1972 to 1978, the legislature functions were exercised by 7 Commissioners and 9 State Ministers; as from 1978, members were called Legislators."
Panama,AME,Yes,1978,,Single,37,3,0.08108108108108109,"From 1972 to 1978, the legislature functions were exercised by 7 Commissioners and 9 State Ministers"
Panama,AME,Yes,1980,,Single,56,3,0.05357142857142857,
Panama,AME,Yes,1982,,Single,56,1,0.017857142857142856,
Panama,AME,Yes,1984,,Single,67,4,0.05970149253731343,
Panama,AME,Yes,1989,,Single,67,5,0.07462686567164178,"These elections were annulled by the Government on 10 May 1989.  On 27 December 1989, the Electoral Tribunal declared that the annulment was null and void and the Legislative Assembly was installed on 1 March 1990."
Panama,AME,Yes,1994,,Single,72,6,0.08333333333333333,
Panama,AME,Yes,1999,,Single,72,6,0.08333333333333333,
Panama,AME,Yes,2004,,Single,78,13,0.16666666666666666,
Panama,AME,Yes,2009,,Single,71,6,0.08450704225352113,
Panama,AME,Yes,2014,,Single,57,11,0.19298245614035087,
Papua New Guinea,PAC,Yes,1977,,Single,109,2,0.01834862385321101,First legislature of Papua New Guinea after the country became independent on 16 September 1975.
Papua New Guinea,PAC,Yes,1982,,Single,109,1,0.009174311926605505,
Papua New Guinea,PAC,Yes,1987,,Single,109,0,0,
Papua New Guinea,PAC,Yes,1992,,Single,109,0,0,
Papua New Guinea,PAC,Yes,1997,January,Single,109,0,0,
Papua New Guinea,PAC,Yes,1997,,Single,109,2,0.01834862385321101,
Papua New Guinea,PAC,Yes,2002,,Single,109,1,0.009174311926605505,
Papua New Guinea,PAC,Yes,2007,,Single,109,1,0.009174311926605505,
Papua New Guinea,PAC,Yes,2012,July,Single,111,3,0.02702702702702703,
Papua New Guinea,PAC,Yes,2017,June,Single,106,0,0,
Paraguay,AME,Yes,1948,,Single,40,0,0,
Paraguay,AME,Yes,1950,,Single,40,0,0,
Paraguay,AME,Yes,1953,,Single,40,0,0,The Chamber was dissolved following a military coup d'Etat on 4 May 1954.
Paraguay,AME,Yes,1958,,Single,60,0,0,
Paraguay,AME,Yes,1960,,Single,60,0,0,
Paraguay,AME,Yes,1963,,Single,60,2,0.03333333333333333,
Paraguay,AME,Yes,1967,,Single,109,2,0.01834862385321101,
Paraguay,AME,Yes,1968,,Lower,60,2,0.03333333333333333,
Paraguay,AME,Yes,1968,,Upper,30,1,0.03333333333333333,
Paraguay,AME,Yes,1973,,Lower,60,3,0.05,
Paraguay,AME,Yes,1973,,Upper,30,1,0.03333333333333333,
Paraguay,AME,Yes,1978,,Lower,60,2,0.03333333333333333,
Paraguay,AME,Yes,1978,,Upper,30,1,0.03333333333333333,
Paraguay,AME,Yes,1983,,Lower,60,1,0.016666666666666666,
Paraguay,AME,Yes,1983,,Upper,30,1,0.03333333333333333,
Paraguay,AME,Yes,1988,,Lower,72,2,0.027777777777777776,
Paraguay,AME,Yes,1988,,Upper,36,2,0.05555555555555555,
Paraguay,AME,Yes,1989,,Lower,72,4,0.05555555555555555,"A constituent Assembly comprising 72 members, including 4 women (5.6%),  was set up on 1 December 1991."
Paraguay,AME,Yes,1989,,Upper,36,2,0.05555555555555555,"A constituent Assembly comprising 72 members, including 4 women (5.6%),  was set up on 1 December 1991."
Paraguay,AME,Yes,1993,,Lower,80,2,0.025,
Paraguay,AME,Yes,1993,,Upper,45,5,0.1111111111111111,
Paraguay,AME,Yes,1998,,Lower,80,8,0.1,
Paraguay,AME,Yes,1998,,Upper,41,5,0.12195121951219512,
Paraguay,AME,Yes,2003,April,Lower,80,7,0.0875,
Paraguay,AME,Yes,2003,April,Upper,45,4,0.08888888888888889,
Paraguay,AME,Yes,2008,April,Lower,80,10,0.125,
Paraguay,AME,Yes,2008,April,Upper,45,7,0.15555555555555556,
Paraguay,AME,Yes,2013,April,Lower,80,14,0.175,
Paraguay,AME,Yes,2013,April,Upper,45,9,0.2,
Paraguay,AME,Yes,2018,April,Lower,80,12,15.0%,
Paraguay,AME,Yes,2018,April,Upper,45,8,17.8%,
Peru,AME,Yes,1945,,Lower,149,0,0,The Congress was dissolved following a military coup d'Etat on 2 November 1948.
Peru,AME,Yes,1945,,Upper,46,0,0,The Congress was dissolved following a military coup d'Etat on 2 November 1948.
Peru,AME,Yes,1950,,Lower,152,0,0,
Peru,AME,Yes,1950,,Upper,42,0,0,
Peru,AME,Yes,1956,,Lower,182,8,0.04395604395604396,
Peru,AME,Yes,1956,,Upper,53,1,0.018867924528301886,
Peru,AME,Yes,1962,,Lower,147,5,0.034013605442176874,The parliamentarians elected in 1962 did not sit.
Peru,AME,Yes,1962,,Upper,55,2,0.03636363636363636,The parliamentarians elected in 1962 did not sit.
Peru,AME,Yes,1963,,Lower,140,2,0.014285714285714285,The Congress was dissolved following a military coup d'Etat on 3 October 1968.
Peru,AME,Yes,1963,,Upper,45,0,0,The Congress was dissolved following a military coup d'Etat on 3 October 1968.
Peru,AME,Yes,1978,,Temporary Assembly,100,2,0.02,A unicameral constituent assembly was elected after the long period of military rule to facilitate the transition back to civilian government.
Peru,AME,Yes,1980,,Lower,180,13,0.07222222222222222,
Peru,AME,Yes,1980,,Upper,60,2,0.03333333333333333,
Peru,AME,Yes,1985,,Lower,180,10,0.05555555555555555,
Peru,AME,Yes,1985,,Upper,60,3,0.05,
Peru,AME,Yes,1990,,Lower,180,12,0.06666666666666667,The Congress was dissolved by the President of the Republic on 6 April 1992.
Peru,AME,Yes,1990,,Upper,60,4,0.06666666666666667,The Congress was dissolved by the President of the Republic on 6 April 1992.
Peru,AME,Yes,1995,,Single,120,12,0.1,
Peru,AME,Yes,2000,April,Single,120,24,0.2,
Peru,AME,Yes,2001,April,Single,120,22,0.18333333333333332,
Peru,AME,Yes,2002,June,Single,120,21,0.175,
Peru,AME,Yes,2006,April,Single,120,35,0.2916666666666667,
Peru,AME,Yes,2011,April,Single,130,28,0.2153846153846154,
Peru,AME,Yes,2016,,Single,130,29,0.2230769230769231,
Peru,AME,Yes,2016,April,Single,130,34,0.26153846153846155,
Peru,AME,Yes,2016,September,Single,130,36,0.27692307692307694,
Philippines,ASIA,Yes,1946,April,Lower,99,1,0.010101010101010102,The Assembly elected in April 1946 became the first legislature of the Philippines when the country became independent on 4 July 1946.
Philippines,ASIA,Yes,1946,April,Upper,16,0,0,The Assembly elected in April 1946 became the first legislature of the Philippines when the country became independent on 4 July 1946.
Philippines,ASIA,Yes,1947,,Upper,8,1,0.125,
Philippines,ASIA,Yes,1949,,Lower,102,1,0.00980392156862745,
Philippines,ASIA,Yes,1949,,Upper,8,0,0,
Philippines,ASIA,Yes,1951,,Upper,8,0,0,
Philippines,ASIA,Yes,1953,,Lower,103,2,0.019417475728155338,
Philippines,ASIA,Yes,1953,,Upper,8,0,0,
Philippines,ASIA,Yes,1955,,Upper,8,1,0.125,
Philippines,ASIA,Yes,1957,,Lower,103,1,0.009708737864077669,
Philippines,ASIA,Yes,1957,,Upper,8,0,0,
Philippines,ASIA,Yes,1959,,Upper,8,0,0,
Philippines,ASIA,Yes,1961,,Lower,106,2,0.018867924528301886,
Philippines,ASIA,Yes,1961,,Upper,8,1,0.125,
Philippines,ASIA,Yes,1963,,Upper,8,1,0.125,
Philippines,ASIA,Yes,1965,,Lower,109,6,0.05504587155963303,
Philippines,ASIA,Yes,1965,,Upper,8,1,0.125,
Philippines,ASIA,Yes,1967,,Upper,8,2,0.25,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1969,,Lower,109,3,0.027522935779816515,The Assembly was dissolved in 1972 and martial law was established.
Philippines,ASIA,Yes,1969,,Upper,8,0,0,"The Assembly was dissolved in 1972 and martial law was established. Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1971,,Upper,8,1,0.125,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1978,,Single,200,11,0.055,
Philippines,ASIA,Yes,1984,,Single,197,11,0.05583756345177665,
Philippines,ASIA,Yes,1987,,Lower,220,20,0.09090909090909091,"14 members appointed by President; 2 seats reserved for women in the categories ""women and the handicapped"" and ""labour"" within the framework of the voting list."
Philippines,ASIA,Yes,1987,,Upper,24,2,0.08333333333333333,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1992,,Lower,216,23,0.10648148148148148,"16 members appointed by President; 2 seats reserved for women in the category ""women""."
Philippines,ASIA,Yes,1992,,Upper,24,4,0.16666666666666666,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1995,,Lower,250,22,0.088,
Philippines,ASIA,Yes,1995,,Upper,24,4,0.16666666666666666,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1998,,Lower,222,25,0.11261261261261261,
Philippines,ASIA,Yes,1998,,Upper,23,4,0.17391304347826086,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2001,May,Lower,214,38,0.17757009345794392,
Philippines,ASIA,Yes,2001,,Upper,24,3,0.125,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2004,May,Lower,220,36,0.16363636363636364,"235 were members elected, 1 appointed"
Philippines,ASIA,Yes,2004,,Upper,23,4,0.17391304347826086,"Every 3 years, half the membership of the Senate is renewed by direct election. The nominal number of seats is 24, but there is 1 vacancy"
Philippines,ASIA,Yes,2007,May- June,Lower,236,53,0.2245762711864407,
Philippines,ASIA,Yes,2007,May- november,Lower,240,49,0.20416666666666666,
Philippines,ASIA,Yes,2007,May - June,Upper,22,4,0.18181818181818182,"Every 3 years, half the membership of the Senate is renewed by direct election. The nominal number of seats is 24, but there is 1 vacancy"
Philippines,ASIA,Yes,2007,May- September,Upper,23,4,0.17391304347826086,
Philippines,ASIA,Yes,2010,May,Lower,229,49,0.21397379912663755,
Philippines,ASIA,Yes,2010,May,Upper,23,3,0.13043478260869565,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2013,May,Lower,289,79,0.27335640138408307,
Philippines,ASIA,Yes,2013,May,Upper,23,3,0.13043478260869565,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2016,,Lower,290,79,0.27241379310344827,
Philippines,ASIA,Yes,2016,june,Lower,292,87,0.2979452054794521,
Philippines,ASIA,Yes,2016,,Upper,24,6,0.25,
Poland,EUR,Yes,1947,,Single,444,0,0,
Poland,EUR,Yes,1952,,Single,425,75,0.17647058823529413,
Poland,EUR,Yes,1957,,Single,459,19,0.04139433551198257,
Poland,EUR,Yes,1961,,Single,460,60,0.13043478260869565,
Poland,EUR,Yes,1965,,Single,460,57,0.12391304347826088,
Poland,EUR,Yes,1969,,Single,460,62,0.13478260869565217,
Poland,EUR,Yes,1972,,Single,460,73,0.15869565217391304,
Poland,EUR,Yes,1976,,Single,460,95,0.20652173913043478,
Poland,EUR,Yes,1980,,Single,460,106,0.23043478260869565,
Poland,EUR,Yes,1985,,Single,460,93,0.20217391304347826,
Poland,EUR,Yes,1989,,Lower,460,62,0.13478260869565217,The two Chambers of the new Parliament are mentioned separately in the Constitution; they only meet jointly as the National Assembly when the new President of the Republic is sworn in or when a new Constitution is adopted.
Poland,EUR,Yes,1989,,Upper,100,7,0.07,The two Chambers of the new Parliament are mentioned separately in the Constitution; they only meet jointly as the National Assembly when the new President of the Republic is sworn in or when a new Constitution is adopted.
Poland,EUR,Yes,1991,,Lower,460,44,0.09565217391304348,
Poland,EUR,Yes,1991,,Upper,100,8,0.08,
Poland,EUR,Yes,1993,,Lower,460,60,0.13043478260869565,
Poland,EUR,Yes,1993,,Upper,100,13,0.13,
Poland,EUR,Yes,1997,December,Lower,460,60,0.13043478260869565,
Poland,EUR,Yes,1997,January,Upper,100,13,0.13,
Poland,EUR,Yes,1997,November,Upper,100,11,0.11,
Poland,EUR,Yes,2001,September,Lower,460,93,0.20217391304347826,
Poland,EUR,Yes,2001,September,Upper,100,23,0.23,
Poland,EUR,Yes,2005,September,Lower,460,94,0.20434782608695654,
Poland,EUR,Yes,2005,September,Upper,100,14,0.14,
Poland,EUR,Yes,2007,October,Lower,460,94,0.20434782608695654,
Poland,EUR,Yes,2007,October,Upper,100,8,0.08,
Poland,EUR,Yes,2011,October,Lower,458,110,0.24017467248908297,
Poland,EUR,Yes,2011,October,Upper,100,13,0.13,
Poland,EUR,Yes,2015,October,Lower,460,126,0.27391304347826084,
Poland,EUR,Yes,2015,,Upper,100,13,0.13,
Portugal,EUR,Yes,1945,,Single,120,2,0.016666666666666666,
Portugal,EUR,Yes,1949,,Single,120,2,0.016666666666666666,
Portugal,EUR,Yes,1953,,Single,120,2,0.016666666666666666,
Portugal,EUR,Yes,1957,,Single,120,2,0.016666666666666666,
Portugal,EUR,Yes,1961,,Single,130,3,0.023076923076923078,
Portugal,EUR,Yes,1965,,Single,130,4,0.03076923076923077,
Portugal,EUR,Yes,1969,,Single,130,4,0.03076923076923077,
Portugal,EUR,Yes,1973,,Single,148,9,0.060810810810810814,
Portugal,EUR,Yes,1974,,Temporary Assembly,250,20,0.08,Election for the unicameral Constituent Assembly after the change of régime on 25 April 1974.
Portugal,EUR,Yes,1976,,Single,263,13,0.049429657794676805,
Portugal,EUR,Yes,1979,,Single,250,17,0.068,
Portugal,EUR,Yes,1980,,Single,250,17,0.068,
Portugal,EUR,Yes,1983,,Single,250,18,0.072,
Portugal,EUR,Yes,1985,,Single,250,16,0.064,
Portugal,EUR,Yes,1987,,Single,250,19,0.076,
Portugal,EUR,Yes,1991,December,Single,230,30,0.13043478260869565,
Portugal,EUR,Yes,1995,,Single,230,30,0.13043478260869565,
Portugal,EUR,Yes,1999,,Single,230,43,0.18695652173913044,
Portugal,EUR,Yes,2002,March,Single,230,44,0.19130434782608696,
Portugal,EUR,Yes,2005,February,Single,230,49,0.21304347826086956,
Portugal,EUR,Yes,2009,September,Single,230,64,0.2782608695652174,
Portugal,EUR,Yes,2011,June,Single,230,61,0.26521739130434785,
Portugal,EUR,Yes,2015,October,Single,230,80,0.34782608695652173,
Qatar,MENA,Yes,2005,June,Council,35,0,0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Qatar,MENA,Yes,2007,June,Council,35,0,0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Qatar,MENA,Yes,2010,July,Council,35,0,0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Qatar,MENA,Yes,2013,July,Council,35,0,0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Republic of Korea,ASIA,Yes,1948,May,Single,200,1,0.005,"First legislature of the Republic of Korea, proclaimed on 15 August 1948."
Republic of Korea,ASIA,Yes,1950,May,Single,210,2,0.009523809523809525,
Republic of Korea,ASIA,Yes,1954,May,Single,203,1,0.0049261083743842365,
Republic of Korea,ASIA,Yes,1958,May,Single,233,3,0.012875536480686695,
Republic of Korea,ASIA,Yes,1960,July,Lower,233,1,0.004291845493562232,Parliament was dissolved following a military coup d'Etat in May 1961.
Republic of Korea,ASIA,Yes,1960,July,Upper,58,0,0,Parliament was dissolved following a military coup d'Etat in May 1961.
Republic of Korea,ASIA,Yes,1963,November,Single,175,2,0.011428571428571429,
Republic of Korea,ASIA,Yes,1967,June,Single,175,3,0.017142857142857144,
Republic of Korea,ASIA,Yes,1971,May,Single,204,5,0.024509803921568627,
Republic of Korea,ASIA,Yes,1973,February,Single,219,12,0.0547945205479452,
Republic of Korea,ASIA,Yes,1978,December,Single,231,8,0.03463203463203463,
Republic of Korea,ASIA,Yes,1981,March,Single,276,9,0.03260869565217391,
Republic of Korea,ASIA,Yes,1985,February,Single,276,8,0.028985507246376812,
Republic of Korea,ASIA,Yes,1988,April,Single,299,6,0.020066889632107024,
Republic of Korea,ASIA,Yes,1992,March,Single,299,6,0.020066889632107024,
Republic of Korea,ASIA,Yes,1996,April,Single,299,9,0.030100334448160536,
Republic of Korea,ASIA,Yes,2000,April,Single,299,12,0.04013377926421405,
Republic of Korea,ASIA,Yes,2000,April,Single,273,10,0.03663003663003663,
Republic of Korea,ASIA,Yes,2000,April,Single,273,16,0.05860805860805861,
Republic of Korea,ASIA,Yes,2004,February,Single,271,15,0.055350553505535055,
Republic of Korea,ASIA,Yes,2004,April,Single,299,39,,
Republic of Korea,ASIA,Yes,2008,April,Single,299,41,0.13712374581939799,
Republic of Korea,ASIA,Yes,2012,April,Single,300,47,0.15666666666666668,
Republic of Korea,ASIA,Yes,2016,,Single,300,49,0.16333333333333333,
